recordingId,trackId,raw_object_id,initialFrame,finalFrame,numFrames,startXCenter,startYCenter,endXCenter,endYCenter,startLaneId,endLaneId,width,length,raw_mean_width,raw_mean_height,corrected_width,corrected_height,box_orientation_source,missing_ratio,class
001,27,117,950,1306,357,51.6043,48.0925,-51.8519,48.3740,7,-1,1.4904,3.6241,1.4904,3.6241,1.4904,3.6241,heading_corrected_from_hbb,0.0000,car
001,28,125,1102,1513,412,-69.6595,47.7873,-14.1895,-44.3824,-1,8,1.5691,4.0819,1.5691,4.0819,1.5691,4.0819,heading_corrected_from_hbb,0.0000,car
001,29,134,1235,1849,615,-69.6928,47.1261,-16.0004,-43.5327,-1,4,2.0252,4.9154,2.0252,4.9154,2.0252,4.9154,heading_corrected_from_hbb,0.0065,van
001,30,139,1310,1846,537,-70.6085,47.7283,-12.6994,-44.4402,-1,8,1.3873,3.3403,1.3873,3.3403,1.3873,3.3403,heading_corrected_from_hbb,0.0000,car
001,31,148,1415,1935,521,-70.5375,47.8017,-15.7145,-44.4010,-1,4,1.5517,3.6611,1.5517,3.6611,1.5517,3.6611,heading_corrected_from_hbb,0.0000,car
001,32,100150,1437,1594,158,50.3041,23.5843,72.3056,49.4950,12,12,0.9917,1.1961,0.9917,1.1961,0.9917,1.1961,heading_corrected_from_hbb,0.2405,motor
001,33,152,1495,2180,686,10.4772,-44.0983,-52.9217,48.9376,14,-1,1.4969,3.5205,1.4969,3.5205,1.4969,3.5205,heading_corrected_from_hbb,0.0000,car
001,34,100176,1665,2067,403,-61.6602,39.5544,-17.6900,-44.3007,3,4,0.8667,1.3458,0.8667,1.3458,0.8667,1.3458,heading_corrected_from_hbb,0.2556,motor
001,35,179,1689,2263,575,9.4887,-44.0211,-56.8257,48.9246,14,9,1.5376,3.5892,1.5376,3.5892,1.5376,3.5892,heading_corrected_from_hbb,0.0000,car
001,36,100183,1737,2084,348,-31.2646,-11.7544,-5.1359,-29.0262,2,1,1.0052,1.1548,1.0052,1.1548,1.0052,1.1548,heading_corrected_from_hbb,0.2471,motor
001,37,100209,2265,2900,636,14.1681,-25.9413,66.7246,45.8252,1,12,1.0299,1.2616,1.0299,1.2616,1.0299,1.2616,heading_corrected_from_hbb,0.0393,motor
001,38,210,2276,2983,708,8.3321,-43.9527,-55.2789,49.0401,14,-1,1.4128,3.3364,1.4128,3.3364,1.4128,3.3364,heading_corrected_from_hbb,0.0000,car
001,39,214,2318,2680,363,49.4926,47.2821,-52.4537,48.9060,7,-1,1.4823,3.5270,1.4823,3.5270,1.4823,3.5270,heading_corrected_from_hbb,0.0000,car
001,40,219,2406,2619,214,13.5260,-44.3992,24.8409,-30.0018,-1,11,1.1507,2.4471,1.1507,2.4471,1.1507,2.4471,heading_corrected_from_hbb,0.0654,car
001,41,221,2426,2820,395,-71.9673,48.3366,-16.3349,-43.5700,-1,4,1.5476,4.1155,1.5476,4.1155,1.5476,4.1155,heading_corrected_from_hbb,0.0000,car
001,42,226,2533,2887,355,45.4123,45.7000,-49.9719,47.6691,7,-1,2.2296,7.0135,2.2296,7.0135,2.2296,7.0135,heading_corrected_from_hbb,0.0000,truck
001,43,227,2541,3145,605,10.6019,-43.7860,-53.0263,48.9703,14,-1,1.4448,3.5669,1.4448,3.5669,1.4448,3.5669,heading_corrected_from_hbb,0.0000,car
001,44,238,2665,3429,765,50.7844,18.4532,-14.2161,-44.3439,11,-1,1.4017,3.2652,1.4017,3.2652,1.4017,3.2652,heading_corrected_from_hbb,0.0000,car
001,45,243,2788,3359,572,12.0738,-44.1069,-52.7255,48.9398,-1,-1,1.3522,3.6671,1.3522,3.6671,1.3522,3.6671,heading_corrected_from_hbb,0.0000,car
001,46,100246,2845,3567,723,-67.5175,43.4021,-19.6933,-42.4701,3,3,1.0078,1.2973,1.0078,1.2973,1.0078,1.2973,heading_corrected_from_hbb,0.2725,motor
001,47,249,2854,3202,349,10.6884,-43.9246,64.7852,46.3454,14,12,1.2953,3.3157,1.2953,3.3157,1.2953,3.3157,heading_corrected_from_hbb,0.0000,car
001,48,251,2871,3072,202,54.9460,30.6220,68.2587,46.1356,12,11,1.1039,2.1093,1.1039,2.1093,1.1039,2.1093,heading_corrected_from_hbb,0.0198,car
001,49,252,2882,3389,508,49.8392,46.5814,-12.8604,-44.3851,10,8,1.4266,3.3966,1.4266,3.3966,1.4266,3.3966,heading_corrected_from_hbb,0.0000,car
001,50,255,2915,3216,302,-66.9247,48.1545,-13.2611,-44.3791,5,8,1.3950,3.6573,1.3950,3.6573,1.3950,3.6573,heading_corrected_from_hbb,0.0000,car
001,51,258,2975,3562,588,12.4725,-43.6965,-55.1623,49.0989,-1,-1,1.4298,3.6924,1.4298,3.6924,1.4298,3.6924,heading_corrected_from_hbb,0.0000,car
001,52,261,3066,3595,530,47.2442,46.8915,-14.3242,-44.2120,7,8,1.3936,3.5255,1.3936,3.5255,1.3936,3.5255,heading_corrected_from_hbb,0.0000,car
001,53,266,3127,3941,815,50.4118,46.7627,-15.4353,-44.4343,10,4,1.4186,3.5262,1.4186,3.5262,1.4186,3.5262,heading_corrected_from_hbb,0.0000,car
001,54,100267,3147,3709,563,-67.1567,49.4237,-6.5297,-25.3527,5,1,1.5563,2.0798,1.5563,2.0798,1.5563,2.0798,heading_corrected_from_hbb,0.2202,motor
001,55,100269,3167,3858,692,11.9300,-40.5354,-53.3925,49.8817,14,-1,0.8645,1.3376,0.8645,1.3376,0.8645,1.3376,heading_corrected_from_hbb,0.2486,motor
001,56,271,3174,3985,812,52.3108,46.6824,-12.3010,-44.4671,10,8,1.5550,3.6874,1.5550,3.6874,1.5550,3.6874,heading_corrected_from_hbb,0.0000,car
001,57,272,3208,3550,343,-71.9728,48.0491,-15.9909,-44.3224,-1,4,1.5316,3.7983,1.5316,3.7983,1.5316,3.7983,heading_corrected_from_hbb,0.0000,car
001,58,276,3296,3657,362,46.2323,46.8374,-51.8799,48.8715,7,-1,1.4031,3.6250,1.4031,3.6250,1.4031,3.6250,heading_corrected_from_hbb,0.0000,car
001,59,277,3303,3793,491,11.6069,-43.3892,-56.2740,48.6893,-1,9,1.6742,3.7006,1.6742,3.7006,1.6742,3.7006,heading_corrected_from_hbb,0.0000,car
001,60,286,3507,4073,567,-67.9027,48.5884,-15.6782,-44.3699,5,4,1.4398,3.1807,1.4398,3.1807,1.4398,3.1807,heading_corrected_from_hbb,0.0000,car
001,61,301,3722,4393,672,10.3213,-43.7735,-54.4745,48.9139,14,-1,1.4159,3.4690,1.4159,3.4690,1.4159,3.4690,heading_corrected_from_hbb,0.0000,car
001,62,302,3724,4218,495,-72.6386,48.6390,-16.4612,-43.8816,-1,4,1.3605,3.2683,1.3605,3.2683,1.3605,3.2683,heading_corrected_from_hbb,0.0000,car
001,63,305,3745,4141,397,-66.2557,48.2602,-13.1507,-44.2389,5,8,1.4695,3.6963,1.4695,3.6963,1.4695,3.6963,heading_corrected_from_hbb,0.0000,car
001,64,309,3815,4307,493,-72.1907,48.3645,-15.7385,-43.5652,-1,4,1.5423,4.0927,1.5423,4.0927,1.5423,4.0927,heading_corrected_from_hbb,0.0000,car
001,65,315,3916,4438,523,-71.3865,48.2678,-15.8393,-43.1823,-1,4,1.6654,4.6146,1.6654,4.6146,1.6654,4.6146,heading_corrected_from_hbb,0.0000,van
001,66,318,3937,4716,780,-64.3269,47.0193,64.0057,44.1771,5,12,2.2508,6.3850,2.2508,6.3850,2.2508,6.3850,heading_corrected_from_hbb,0.0000,van
001,67,320,3948,4809,862,49.9227,46.3615,-14.7184,-44.0088,10,4,1.3995,3.5724,1.3995,3.5724,1.3995,3.5724,heading_corrected_from_hbb,0.0000,car
001,68,323,3984,4647,664,51.9959,46.2328,-41.1891,7.4406,10,3,1.3974,3.5569,1.3974,3.5569,1.3974,3.5569,heading_corrected_from_hbb,0.0000,car
001,69,326,4014,4317,304,12.2306,-43.7913,64.4782,46.1099,-1,12,1.3814,3.2672,1.3814,3.2672,1.3814,3.2672,heading_corrected_from_hbb,0.0000,car
001,70,328,4023,4545,523,-72.4684,48.5471,-16.1712,-44.1404,-1,4,1.4592,3.8139,1.4592,3.8139,1.4592,3.8139,heading_corrected_from_hbb,0.0057,car
001,71,332,4107,4653,547,-72.8006,48.5199,-17.9343,-43.9390,-1,4,1.4773,3.7937,1.4773,3.7937,1.4773,3.7937,heading_corrected_from_hbb,0.0000,car
001,72,100336,4123,4362,240,66.1498,43.7920,51.8704,22.0906,11,11,1.2855,1.5273,1.2855,1.5273,1.2855,1.5273,heading_corrected_from_hbb,0.3792,motor
001,73,345,4211,4559,349,11.5591,-44.0779,66.4111,45.8497,-1,12,1.5083,3.6255,1.5083,3.6255,1.5083,3.6255,heading_corrected_from_hbb,0.0000,car
001,74,100353,4337,5112,776,45.7709,46.8662,-40.6447,6.7125,7,3,0.8460,1.1985,0.8460,1.1985,0.8460,1.1985,heading_corrected_from_hbb,0.0567,motor
001,75,355,4374,6928,2555,-20.3718,-43.6464,-40.0272,3.9664,3,3,1.0402,2.3818,1.0402,2.3818,1.0402,2.3818,heading_corrected_from_hbb,0.0125,car
001,76,100380,4696,5574,879,15.4826,-43.3261,20.6335,25.0316,-1,2,1.3455,2.1757,1.3455,2.1757,1.3455,2.1757,heading_corrected_from_hbb,0.2253,tricycle
001,77,381,4706,5056,351,11.8412,-44.0194,62.4240,45.8306,-1,12,1.4067,3.2997,1.4067,3.2997,1.4067,3.2997,heading_corrected_from_hbb,0.0000,car
001,78,385,4739,5623,885,8.2651,-44.0559,-53.5200,48.9180,14,-1,1.5760,3.5071,1.5760,3.5071,1.5760,3.5071,heading_corrected_from_hbb,0.0000,car
001,79,386,4745,5119,375,-70.4064,48.2018,-15.1712,-44.2716,-1,4,1.5089,3.6842,1.5089,3.6842,1.5089,3.6842,heading_corrected_from_hbb,0.0000,car
001,80,387,4772,5527,756,-72.3181,48.5136,65.3388,45.7432,-1,12,1.5128,3.7058,1.5128,3.7058,1.5128,3.7058,heading_corrected_from_hbb,0.0000,car
001,81,395,4894,6047,1154,11.8097,-44.0845,-49.9742,48.7734,-1,-1,1.5407,3.3427,1.5407,3.3427,1.5407,3.3427,heading_corrected_from_hbb,0.0000,car
001,82,402,4927,5976,1050,-69.4095,48.3692,61.7734,46.0120,-1,13,1.5628,3.5447,1.5628,3.5447,1.5628,3.5447,heading_corrected_from_hbb,0.0000,car
001,83,412,5007,5417,411,-68.8481,48.4152,-14.9397,-44.1963,5,4,1.4041,3.5689,1.4041,3.5689,1.4041,3.5689,heading_corrected_from_hbb,0.0000,car
001,84,413,5012,5768,757,10.7235,-43.7847,-52.4809,48.7785,14,-1,1.5235,3.5751,1.5235,3.5751,1.5235,3.5751,heading_corrected_from_hbb,0.0000,car
001,85,100432,5167,5454,288,-54.1134,45.6106,-14.7791,34.9219,9,6,0.7527,1.1687,0.7527,1.1687,0.7527,1.1687,heading_corrected_from_hbb,0.2500,motor
001,86,438,5222,5898,677,45.2321,46.0924,-13.2623,-42.7070,7,8,2.1312,7.5408,2.1312,7.5408,2.1312,7.5408,heading_corrected_from_hbb,0.0000,truck
001,87,100451,5361,6086,726,45.0730,47.0573,-50.2299,49.9162,7,6,1.0148,1.6934,1.0148,1.6934,1.0148,1.6934,heading_corrected_from_hbb,0.2631,motor
001,88,454,5387,6162,776,-72.3003,48.6855,-16.7054,-43.9695,-1,4,1.4381,3.5991,1.4381,3.5991,1.4381,3.5991,heading_corrected_from_hbb,0.0000,car
001,89,461,5474,6013,540,-71.9620,48.5700,-16.3415,-43.4561,-1,4,1.4194,3.2890,1.4194,3.2890,1.4194,3.2890,heading_corrected_from_hbb,0.0000,car
001,90,467,5512,6398,887,-66.6906,48.3555,66.4046,45.6252,5,12,1.5301,3.6226,1.5301,3.6226,1.5301,3.6226,heading_corrected_from_hbb,0.0000,car
001,91,471,5593,6079,487,11.5350,-44.0874,66.4630,45.8575,-1,12,1.4645,3.4674,1.4645,3.4674,1.4645,3.4674,heading_corrected_from_hbb,0.0000,car
001,92,473,5602,6070,469,-70.4902,48.2799,-13.7347,-43.8775,-1,8,1.4166,3.3019,1.4166,3.3019,1.4166,3.3019,heading_corrected_from_hbb,0.0000,car
001,93,100475,5642,6439,798,45.0157,46.9328,-28.5138,-15.7281,7,2,0.9032,1.2936,0.9032,1.2936,0.9032,1.2936,heading_corrected_from_hbb,0.1992,motor
001,94,482,5748,6258,511,-71.5521,48.3667,-16.1355,-44.0975,-1,4,1.3998,3.4931,1.3998,3.4931,1.3998,3.4931,heading_corrected_from_hbb,0.0000,car
001,95,489,5817,6504,688,10.2134,-43.8566,-52.6207,48.8798,14,-1,1.5610,3.4971,1.5610,3.4971,1.5610,3.4971,heading_corrected_from_hbb,0.0000,car
001,96,490,5857,6234,378,-71.0679,48.0013,-13.1324,-44.1743,-1,8,1.5493,3.8451,1.5493,3.8451,1.5493,3.8451,heading_corrected_from_hbb,0.0000,car
001,97,507,5957,6414,458,49.5208,46.3750,-13.3299,-43.9388,-1,8,1.5129,3.5549,1.5129,3.5549,1.5129,3.5549,heading_corrected_from_hbb,0.0000,car
001,98,511,6008,6391,384,-69.7990,47.2033,-16.4493,-42.9626,-1,4,2.1580,6.8178,2.1580,6.8178,2.1580,6.8178,heading_corrected_from_hbb,0.0156,truck
001,99,517,6059,6406,348,47.4334,46.3206,-54.9655,48.9482,7,-1,1.4358,3.9803,1.4358,3.9803,1.4358,3.9803,heading_corrected_from_hbb,0.0000,car
001,100,100520,6085,6848,764,23.1475,-16.4968,-54.4759,49.6252,1,-1,0.7856,1.3304,0.7856,1.3304,0.7856,1.3304,heading_corrected_from_hbb,0.1518,motor
001,101,526,6128,6629,502,-71.7521,48.3849,-15.2822,-44.2082,-1,4,1.4855,3.5898,1.4855,3.5898,1.4855,3.5898,heading_corrected_from_hbb,0.0000,car
001,102,527,6130,6558,429,51.2416,46.5058,-52.5447,48.3538,10,-1,1.8320,4.6320,1.8320,4.6320,1.8320,4.6320,heading_corrected_from_hbb,0.0000,van
001,103,533,6175,6700,526,51.8997,46.5106,-12.5179,-44.0995,10,8,1.4019,3.4874,1.4019,3.4874,1.4019,3.4874,heading_corrected_from_hbb,0.0000,car
001,104,537,6216,6692,477,-71.4780,48.2831,-15.6467,-44.2773,-1,4,1.4571,3.6769,1.4571,3.6769,1.4571,3.6769,heading_corrected_from_hbb,0.0000,car
001,105,538,6218,6593,376,12.1869,-43.5600,65.9624,45.5955,-1,12,1.5251,3.2854,1.5251,3.2854,1.5251,3.2854,heading_corrected_from_hbb,0.0000,car
001,106,100542,6270,6546,277,4.5738,34.7829,-33.6379,40.6179,6,6,0.7050,1.3392,0.7050,1.3392,0.7050,1.3392,heading_corrected_from_hbb,0.1805,motor
001,107,544,6321,6833,513,49.8433,46.2651,-13.3891,-44.1185,10,8,1.5692,3.4916,1.5692,3.4916,1.5692,3.4916,heading_corrected_from_hbb,0.0000,car
001,108,574,6778,7154,377,9.6675,-43.7436,61.8421,45.7778,14,13,1.5232,3.4524,1.5232,3.4524,1.5232,3.4524,heading_corrected_from_hbb,0.0000,car
001,109,576,6801,7201,401,46.6452,46.9012,-52.3179,48.9504,7,-1,1.4932,3.5042,1.4932,3.5042,1.4932,3.5042,heading_corrected_from_hbb,0.0000,car
001,110,577,6859,7205,347,11.8919,-43.5447,66.3181,45.6643,-1,12,1.3881,2.3018,1.3881,2.3018,1.3881,2.3018,heading_corrected_from_hbb,0.0000,car
001,111,582,6973,7312,340,-66.6017,48.2169,-12.2095,-44.2295,5,8,1.5540,3.7828,1.5540,3.7828,1.5540,3.7828,heading_corrected_from_hbb,0.0000,car
001,112,583,6973,7267,295,-72.0290,48.1077,-15.5740,-43.9104,-1,4,1.5337,3.6359,1.5337,3.6359,1.5337,3.6359,heading_corrected_from_hbb,0.0000,car
001,113,593,7090,7704,615,51.3766,46.4448,-12.8246,-44.3928,10,8,1.5085,3.5396,1.5085,3.5396,1.5085,3.5396,heading_corrected_from_hbb,0.0000,car
001,114,100597,7183,7741,559,45.1694,46.8617,-30.9828,1.1173,7,2,0.8359,1.1942,0.8359,1.1942,0.8359,1.1942,heading_corrected_from_hbb,0.1055,motor
001,115,604,7310,7752,443,50.5814,46.0660,-52.1585,45.9796,10,9,2.2998,11.4528,2.2998,11.4528,2.2998,11.4528,heading_corrected_from_hbb,0.1535,freight_car
001,116,618,7385,8105,721,51.5347,46.2208,-12.7285,-44.3673,10,8,1.4570,3.2219,1.4570,3.2219,1.4570,3.2219,heading_corrected_from_hbb,0.0000,car
001,117,619,7387,8226,840,-66.2953,48.2130,65.7122,44.7897,5,12,1.6791,3.7096,1.6791,3.7096,1.6791,3.7096,heading_corrected_from_hbb,0.0000,car
001,118,624,7431,8078,648,11.0916,-43.9414,-52.2509,48.9929,-1,-1,1.4781,3.2217,1.4781,3.2217,1.4781,3.2217,heading_corrected_from_hbb,0.0000,car
001,119,632,7492,7773,282,47.0502,46.6150,17.9838,37.3280,7,6,1.5612,3.9505,1.5612,3.9505,1.5612,3.9505,heading_corrected_from_hbb,0.0000,car
001,120,633,7510,8050,541,-72.1488,48.5076,-16.3743,-43.2598,-1,4,1.4186,3.5767,1.4186,3.5767,1.4186,3.5767,heading_corrected_from_hbb,0.0000,car
001,121,646,7584,8592,1009,-65.5674,47.6969,65.8865,44.3244,5,11,2.2796,6.3548,2.2796,6.3548,2.2796,6.3548,heading_corrected_from_hbb,0.0327,van
001,122,648,7602,8119,518,-71.3795,48.3364,-16.5989,-44.0850,-1,4,1.5284,3.9682,1.5284,3.9682,1.5284,3.9682,heading_corrected_from_hbb,0.0000,car
001,123,666,7718,8292,575,9.2892,-43.7903,-52.8447,48.9261,14,-1,1.5559,3.5117,1.5559,3.5117,1.5559,3.5117,heading_corrected_from_hbb,0.0000,car
001,124,673,7756,8100,345,12.0159,-43.7128,66.1986,45.2902,-1,12,1.3939,3.1978,1.3939,3.1978,1.3939,3.1978,heading_corrected_from_hbb,0.0000,car
001,125,695,7930,8277,348,-69.6521,47.9917,-13.2823,-44.1479,-1,8,1.6249,4.0829,1.6249,4.0829,1.6249,4.0829,heading_corrected_from_hbb,0.0000,car
001,126,709,7993,8634,642,48.3501,45.6318,-13.3404,-44.5028,10,8,1.4338,3.4190,1.4338,3.4190,1.4338,3.4190,heading_corrected_from_hbb,0.0000,car
001,127,711,8041,8409,369,13.0772,34.8634,-51.9479,49.0690,6,-1,1.1907,2.9027,1.1907,2.9027,1.1907,2.9027,heading_corrected_from_hbb,0.2222,car
001,128,718,8054,8397,344,-71.9837,48.0520,-15.3366,-44.3375,-1,4,1.6157,3.7628,1.6157,3.7628,1.6157,3.7628,heading_corrected_from_hbb,0.0000,car
001,129,727,8201,8710,510,48.4252,46.1253,-53.3537,48.8571,7,-1,1.5250,3.6925,1.5250,3.6925,1.5250,3.6925,heading_corrected_from_hbb,0.0000,car
001,130,100731,8228,8598,371,39.2604,43.9005,-14.2417,23.4059,7,1,0.8934,1.3364,0.8934,1.3364,0.8934,1.3364,heading_corrected_from_hbb,0.1429,motor
001,131,735,8273,8709,437,-71.4078,48.3767,-16.0392,-44.4177,-1,4,1.4745,3.6025,1.4745,3.6025,1.4745,3.6025,heading_corrected_from_hbb,0.0000,car
001,132,100741,8403,8771,369,34.6771,41.1754,-21.8336,19.9564,7,1,0.8424,1.2414,0.8424,1.2414,0.8424,1.2414,heading_corrected_from_hbb,0.2466,motor
001,133,787,8723,9021,299,9.7124,-43.7206,63.9715,44.5294,14,12,1.6403,3.4308,1.6403,3.4308,1.6403,3.4308,heading_corrected_from_hbb,0.0000,car
001,134,100789,8732,8916,185,6.2306,27.0003,-42.1683,43.2209,1,-1,0.8149,1.2263,0.8149,1.2263,0.8149,1.2263,heading_corrected_from_hbb,0.3838,motor
001,135,100791,8766,9016,251,-3.2803,35.2001,-26.7686,17.5662,6,2,0.8852,1.2791,0.8852,1.2791,0.8852,1.2791,heading_corrected_from_hbb,0.0398,motor
